지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
한세대학교 운동장,지진대피소,옥외대피장소,운동장,경기도 군포시 한세로 30,경기도 군포시 당정동 964-1번지,37.34414801,126.9538537,4186,5073,Y,031-390-0409,,별도 지구지정사항 없음,,,,미적용,,,,1,,1,한세대학교,031-450-5152,2022-04-20
한우물근린공원,지진대피소,옥외대피장소,공원,,경기도 군포시 당정동 181-44,37.359037,126.955604,6917,8384,Y,031-390-0409,,별도 지구지정사항 없음,,,,미적용,,,,1,,,군포시,031-390-0409,2022-04-20
흥진초등학교 운동장,지진대피소,옥외대피장소,운동장,경기도 군포시 오금로 15-17,경기도 군포시 금정동 875-7번지,37.35237537,126.929159,3831,4643,Y,031-390-0409,,별도 지구지정사항 없음,,,,미적용,,,,1,,,흥진초등학교,031-391-0166,2022-04-20
감정초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 중봉로 11,경기도 김포시 감정동 508-13번지,37.62344322,126.6953208,3772,1143,Y,031-982-4233,,감정초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
걸포중앙공원,지진대피소,옥외대피소,공원,경기도 김포시 걸포로 76,경기도 김포시 걸포동 1553,37.63698582,126.7080048,134481,40752,Y,031-980-5627,,걸포중앙공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
고창중학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 초당로 15,경기도 김포시 장기동 1594번지,37.64182903,126.6704243,3956,1199,Y,031-986-2577,,고창중학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
고창초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강1로98번길 35,경기도 김포시 장기동 1952번지,37.645945,126.6725549,5500,1667,Y,031-984-3004,,고창초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
고촌초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 고촌읍 신곡로29번길 30,경기도 김포시 고촌읍 신곡리 1101번지,37.60611308,126.773487,2408,730,Y,031-986-1241,,고촌초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
골드밸리 근린5호,지진대피소,옥외대피소,공원,,경기도 김포시 양촌읍 학운리 3152,37.62080045,126.6295083,42308,12821,Y,031-980-5627,,골드밸리 근린5호,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
금파초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포대로926번길 74,경기도 김포시 북변동 809번지,37.62425471,126.7167976,5094,1544,Y,031-980-4074,,금파초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포대명초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 대곶면 대곶로20번길 17,경기도 김포시 대곶면 대명리 366-1번지,37.6484124,126.553583,4872,1476,Y,031-989-3684,,김포대명초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포서초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 봉화로 188,경기도 김포시 북변동 687번지,37.62900272,126.7017092,5500,1667,Y,031-984-6271,,김포서초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포신풍초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 풍무로208번길 14,경기도 김포시 풍무동 19-5번지,37.61301638,126.7265462,3900,1182,Y,031-996-0916,,김포신풍초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포제일고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강11로 242,경기도 김포시 운양동 625-8번지,37.6530811,126.677373,6217,1884,Y,031-950-6511,,김포제일고등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포제일공업고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 봉화로 69,경기도 김포시 북변동 477번지,37.62070833,126.7107611,5000,1515,Y,031-999-3684,,김포제일공업고등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 북변중로65번길 4-24,경기도 김포시 북변동 365번지,37.62466947,126.7087135,6500,1970,Y,031-983-1669,,김포초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포한가람초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강9로115번길 57,경기도 김포시 구래동 6872-3번지,37.64767787,126.6217639,2646,802,Y,031-996-5342,,김포한가람초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
김포호수초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강4로420번길 87,경기도 김포시 구래동 6875-5번지,37.64997242,126.6334354,2733,828,Y,031-996-7420,,김포호수초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
나비초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강10로134번길 70,경기도 김포시 구래동 6893-5번지,37.64023783,126.6260565,2194,665,Y,031-8049-9074,,나비초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
대곶초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 대곶면 율생중앙로36번길 19,경기도 김포시 대곶면 율생리 444번지,37.65194688,126.5845877,4368,1324,Y,031-987-3600,,대곶초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
마송제1근린공원,지진대피소,옥외대피소,공원,,경기도 김포시 통진읍 마송리 501,37.68889697,126.5920601,34163,10352,Y,031-980-5627,,마송제1근린공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
마송중앙초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 통진읍 마송1로 140,경기도 김포시 통진읍 마송리 499번지,37.6893676,126.5937004,3527,1069,Y,031-996-0792,,마송중앙초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
마송초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 통진읍 흥신로 315,경기도 김포시 통진읍 마송리 1-2번지,37.68433638,126.6064409,3662,1110,Y,031-987-1067,,마송초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
모담공원,지진대피소,옥외대피소,공원,,경기도 김포시 운양동 1325-1,37.64762306,126.6792356,536255,162501,Y,031-980-5627,,모담공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
바다어린이공원,지진대피소,옥외대피소,공원,,경기도 김포시 풍무동 801,37.59782804,126.7250806,1916,581,Y,031-980-5627,,바다어린이공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
사우초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 사우로 20,경기도 김포시 사우동 907번지,37.62046212,126.7239195,5525,1674,Y,070-7166-4206,,사우초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
서암초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 통진읍 서암로184번길 9,경기도 김포시 통진읍 서암리 407번지,37.69999188,126.6052208,4830,1464,Y,031-987-1064,,서암초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
솔터고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강7로22번길 109,경기도 김포시 마산동 615-6번지,37.64177313,126.6362623,3371,1022,Y,031-996-9643,,솔터고등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
솔터체육공원,지진대피소,옥외대피소,공원,경기도 김포시 김포한강3로 387,경기도 김포시 마산동 642-1,37.64070229,126.6489013,193990,58785,Y,031-980-5627,,솔터체육공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
수기1어린이공원,지진대피소,옥외대피소,공원,,경기도 김포시 고촌읍 신곡리 1249,37.59994709,126.7673221,1715,520,Y,031-980-5627,,수기1어린이공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
수원촌공원,지진대피소,옥외대피소,공원,,경기도 김포시 양촌읍 학운리 3316,37.6048791,126.5938135,4645,1408,Y,031-980-5627,,수원촌공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
신곡중학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 고촌읍 수기로 54-20,경기도 김포시 고촌읍 신곡리 836-3번지,37.59936363,126.7649998,1636,496,Y,031-985-1095,,신곡중학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
신양중학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 양촌읍 양곡4로 243,경기도 김포시 양촌읍 양곡리 1251번지,37.65908289,126.6356424,3300,1000,Y,031-980-8411,,신양중학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
양곡 제4근린공원,지진대피소,옥외대피소,공원,경기도 김포시 양촌읍 양곡2로30번길 46,경기도 김포시 양촌읍 양곡리 1331,37.65338786,126.6296888,42860,12988,Y,031-980-5627,,양곡 제4근린공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
양곡고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 양촌읍 양곡4로 138,경기도 김포시 양촌읍 양곡리 286-1번지,37.65963645,126.6251489,9800,2970,Y,031-999-3407,,양곡고등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
양도초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 풍무로93번길 31,경기도 김포시 풍무동 416-6번지,37.60286331,126.7204432,3600,1091,Y,031-996-4911,,양도초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
운유초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강2로 239,경기도 김포시 장기동 1885-7번지,37.64677818,126.6603601,4205,1274,Y,031-996-2741,,운유초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
월곶초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 월곶면 군하로276번길 28,경기도 김포시 월곶면 군하리 84-1번지,37.71771166,126.5521801,3707,1123,Y,031-987-9189,,월곶초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
유현초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 유현로33번길 50,경기도 김포시 풍무동 552-8번지,37.59893619,126.7263295,2500,758,Y,031-987-8562,,유현초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
은여울중학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강8로 173-48,경기도 김포시 마산동 639-9번지,37.63790039,126.6391294,3665,1111,Y,031-996-7351,,은여울중학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
장기중학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 청송로 5,경기도 김포시 장기동 1314번지,37.64792783,126.6648701,5700,1727,Y,031-986-7304,,장기중학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
장기초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강2로 173,경기도 김포시 장기동 1639번지,37.64244454,126.6644101,2210,670,Y,031-996-9632,,장기초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
조류생태공원,지진대피소,옥외대피소,공원,경기도 김포시 김포한강11로 455,경기도 김포시 운양동 1246-1,37.65484573,126.699358,565295,171301,Y,031-980-5627,,조류생태공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
청송제1호 공원,지진대피소,옥외대피소,공원,,경기도 김포시 장기동 1343,37.64777287,126.6676612,1906,578,Y,031-980-5627,,청송제1호 공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
통진초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 통진읍 조강로 116,경기도 김포시 통진읍 서암리 1108번지,37.69387177,126.5945643,3384,1025,Y,031-983-8286,,통진초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
푸른솔중학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강2로 328,경기도 김포시 장기동 1866-3번지,37.65241468,126.6671778,2590,785,Y,031-996-1673,,푸른솔중학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
풍무제1어린이공원,지진대피소,옥외대피소,공원,,경기도 김포시 풍무동 765,37.60352513,126.7263278,7123,2158,Y,031-980-5627,,풍무제1어린이공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
풍무초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 풍무로96번길 71,경기도 김포시 풍무동 136-10번지,37.60509423,126.7266283,4500,1364,Y,031-983-9683,,풍무초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
하늘빛초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 김포한강11로 374,경기도 김포시 운양동 1293-2번지,37.6540061,126.6899124,4200,1273,Y,031-996-7062,,하늘빛초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
하성고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 하성면 애기봉로806번길 30,경기도 김포시 하성면 마곡리 640-1번지,37.71801166,126.628434,10721,3249,Y,031-988-7261,,하성고등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
하성초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 김포시 하성면 애기봉로 857,경기도 김포시 하성면 마곡리 617-1번지,37.72067404,126.6325784,4608,1396,Y,031-988-7251,,하성초등학교 운동장,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
하프공원,지진대피소,옥외대피소,공원,,경기도 김포시 장기동 1514,37.64368705,126.6724723,2062,625,Y,031-980-5627,,하프공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
한강신도시 근린7호 공원,지진대피소,옥외대피소,공원,,경기도 김포시 장기동 1888-15,37.64104436,126.6588653,99736,30223,Y,031-980-5627,,한강신도시 근린7호 공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
한강신도시 제8호 어린이공원,지진대피소,옥외대피소,공원,,경기도 김포시 장기동 1866-4,37.65202151,126.6662823,4900,1485,Y,031-980-5627,,한강신도시 제8호 어린이공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
해뜰어린이공원,지진대피소,옥외대피소,공원,,경기도 김포시 양촌읍 양곡리 471,37.65734877,126.6254497,3038,921,Y,031-980-5627,,해뜰어린이공원,,,,미적용,,,,,,,김포시,031-980-2914,2019-09-10
가양초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 남양주시 수동면 비룡로1243번길 5-1,경기도 남양주시 수동면 수산리 12-2번지,37.73278975,127.2934227,592,717,Y,031-592-6269,,남양주시,,,,적용,,,,1,,,남양주시청,031-590-4407,2020-01-30
가운중학교 운동장,지진대피소,옥외대피소,운동장,경기도 남양주시 가운로2길 74,경기도 남양주시 다산동 678번지,37.668864,127.1162751,3000,3636,Y,031-566-3862,,남양주시,,,,적용,,,,1,,,남양주시청,031-590-4407,2020-01-30
